Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,國士無雙(G006),巴度,方嘉柏,121,1109,1,-,4 4 1 ,1:09.72,4.3,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
2,7,勁快聯盟(G046),希威森,蘇保羅,124,1095,2,1-3/4,5 5 2 ,1:09.99,11,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
3,11,喜駿之星(D033),梁家俊,文家良,120,1128,6,1-3/4,1 1 3 ,1:09.99,5.2,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
4,12,極爽(C131),楊明綸,丁冠豪,117,1121,4,2,6 7 4 ,1:10.03,14,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
5,1,人和家盛(C531),何澤堯,沈集成,133,1038,5,3,8 9 5 ,1:10.18,8.2,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
6,6,得意佳作(G125),馬雅,姚本輝,126,1032,10,3,3 3 6 ,1:10.21,5.6,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
7,2,騰飛塔(D500),田泰安,蘇偉賢,133,1057,3,3-1/4,11 10 7 ,1:10.22,10,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
8,3,蟲草之凰(E107),蔡明紹,呂健威,114,1040,11,3-1/4,10 8 8 ,1:10.23,33,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
9,9,福滿寶(D118),潘明輝,賀賢,119,1050,12,4-3/4,12 12 9 ,1:10.46,20,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
10,10,時時奪綵(G017),莫雷拉,蔡約翰,120,1220,8,5-3/4,9 11 10 ,1:10.63,12,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
11,5,魅力星光(C540),薛恩,韋達,126,1099,7,7,2 2 11 ,1:10.82,15,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
12,4,喜旺財(G187),波健士,徐雨石,126,1020,9,11-1/4,7 6 12 ,1:11.51,54,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
WV,,勇眼光(D487),潘頓,大衛希斯,127,---,---,---,---,---,---,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,504
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,7,陽明高高(B132),薛恩,呂健威,123,1102,1,-,6 7 6 1 ,1:39.80,21,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
2,8,贏盡天下(E310),希威森,韋達,120,1125,9,頸位,11 9 9 2 ,1:39.85,5.1,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
3,3,寶賢得得(E430),莫雷拉,方嘉柏,132,1110,11,1-3/4,9 10 10 3 ,1:40.10,6.2,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
4,5,雄龍(C191),田泰安,蘇偉賢,127,1161,7,2-3/4,4 5 5 4 ,1:40.25,12,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
5,11,熹柏龍(E015),班德禮,容天鵬,117,1214,2,2-3/4,10 11 11 5 ,1:40.25,18,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
6,4,海島材子(D219),潘頓,姚本輝,131,1061,6,3,7 8 8 6 ,1:40.27,3,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
7,2,好運寶寶(D372),潘明輝,告東尼,130,1203,12,3-1/4,1 1 1 7 ,1:40.33,36,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
8,12,南莊精神(D468),楊明綸,丁冠豪,117,1001,3,3-1/4,3 4 4 8 ,1:40.33,45,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
9,1,機緣巧俠(C358),蔡明紹,文家良,133,1110,5,4-1/4,12 12 12 9 ,1:40.50,13,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
10,10,金獅大將(E057),賀銘年,大衛希斯,117,1100,4,5-1/4,8 6 7 10 ,1:40.66,6.5,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
11,6,獨角寶寶(C203),馬雅,高伯新,126,1152,10,6-1/4,2 2 2 11 ,1:40.82,44,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
12,9,開心有利(E160),何澤堯,沈集成,120,1038,8,9-1/2,5 3 3 12 ,1:41.31,22,第四班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,505
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,1,萬眾力得(D328),莫雷拉,羅富全,133,1156,7,-,1 1 1 ,1:09.98,4.4,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
2,11,快一步(D454),梁家俊,蘇保羅,118,1155,2,1-1/4,4 3 2 ,1:10.18,5.4,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
3,8,喜悅精靈(E388),潘頓,賀賢,122,1184,12,1-1/2,8 7 3 ,1:10.22,5.6,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
4,2,董大(E451),何澤堯,沈集成,129,1155,4,1-1/2,9 9 4 ,1:10.23,5.4,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
5,6,紅鬃烈馬(D087),班德禮,葉楚航,127,1047,9,2-1/4,3 2 5 ,1:10.35,36,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
6,5,飛天劍(C463),霍宏聲,丁冠豪,128,1047,5,2-1/4,2 4 6 ,1:10.36,8.5,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
7,7,寶貝兒(B365),田泰安,蘇偉賢,124,1024,6,2-1/2,10 10 7 ,1:10.39,12,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
8,12,王者奇兵(C130),馬雅,姚本輝,117,1175,1,2-1/2,7 6 8 ,1:10.40,9.6,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
9,10,當家信心(E153),波健士,蔡約翰,120,1122,3,3-3/4,5 8 9 ,1:10.60,36,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
10,4,進優自在(D258),蔡明紹,文家良,129,1081,11,4-1/2,6 5 10 ,1:10.70,23,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
11,3,駿爵士(C406),陳嘉熙,方嘉柏,124,1240,8,7-3/4,11 11 11 ,1:11.22,28,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
12,9,揚威四方(G026),巫顯東,何良,119,1026,10,8,12 12 12 ,1:11.25,162,第四班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,506
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,4,伊臣(G061),莫雷拉,羅富全,120,1152,3,-,4 5 1 ,1:09.37,1.7,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
2,3,股票傳奇(D039),潘頓,呂健威,121,1140,1,2-1/2,7 6 2 ,1:09.77,6.8,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
3,10,紅酒之寶(E101),黃俊,容天鵬,112,1185,10,2-3/4,1 1 3 ,1:09.81,47,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
4,2,金莊令(D222),蔡明紹,姚本輝,129,1035,5,2-3/4,5 4 4 ,1:09.82,19,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
5,5,鋒芒勁露(G020),霍宏聲,方嘉柏,120,1093,4,3-1/2,8 8 5 ,1:09.93,5.7,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
6,6,秒秒精彩(D283),田泰安,告東尼,119,1096,6,4,3 3 6 ,1:10.01,10,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
7,9,聲勢(D120),波健士,蔡約翰,117,1142,9,4-3/4,9 9 7 ,1:10.12,38,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
8,8,成功財富(G080),何澤堯,丁冠豪,118,1214,2,5-3/4,6 7 8 ,1:10.31,14,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
9,7,勇趣(E223),巴度,高伯新,119,1013,7,5-3/4,10 10 9 ,1:10.31,25,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
10,1,團結精神(B230),陳嘉熙,蘇偉賢,128,1218,8,9-3/4,2 2 10 ,1:10.93,43,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,507
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,9,精選威(G088),田泰安,呂健威,119,1127,1,-,7 8 1 ,1:09.35,3.5,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
2,1,以戰養戰(D024),何澤堯,羅富全,133,1161,8,頸位,4 4 2 ,1:09.40,29,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
3,10,自然輝煌(G104),莫雷拉,呂健威,119,1145,10,頸位,1 1 3 ,1:09.41,6.2,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
4,4,你知我勝(D451),陳嘉熙,姚本輝,125,1151,2,1/2,3 3 4 ,1:09.43,15,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
5,11,皇者驕傲(E351),希威森,方嘉柏,118,1079,4,1,10 11 5 ,1:09.50,36,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
6,7,天行健(E414),梁家俊,文家良,123,1015,11,1,11 10 6 ,1:09.50,13,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
7,2,穿甲鷹(G093),潘頓,徐雨石,132,1128,7,1-1/2,2 2 7 ,1:09.59,2.6,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
8,8,木火同明(C460),潘明輝,何良,121,1115,3,1-3/4,6 6 8 ,1:09.62,17,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
9,6,銘記知心(E089),波健士,蔡約翰,124,1011,9,3-3/4,8 7 9 ,1:09.95,28,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
10,5,齊心同行(E287),薛恩,大衛希斯,126,1166,6,4-1/4,5 5 10 ,1:10.03,14,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
11,3,場場精綵(D126),霍宏聲,告東尼,131,1106,5,5-1/2,9 9 11 ,1:10.24,49,第三班,HV,1200米,好地,"草地 - ""C"" 賽道",2022,3,16,508
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,9,赤馬雄風(E028),蔡明紹,大衛希斯,120,1213,5,-,3 2 2 1 ,1:39.86,11,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
2,1,大眾開心(D029),巴度,羅富全,133,1121,9,短馬頭位,1 1 1 2 ,1:39.89,9.9,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
3,8,冠寶駒(D359),馬雅,苗禮德,123,1065,2,1/2,4 4 4 3 ,1:39.95,3.5,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
4,11,變數(E113),希威森,丁冠豪,116,1102,4,1-1/2,2 3 3 4 ,1:40.10,3.9,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
5,2,連連歡呼(G195),莫雷拉,告東尼,133,1247,7,2,6 6 6 5 ,1:40.16,4.7,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
6,4,凌駕(C386),波健士,蔡約翰,131,1093,3,2-1/4,7 7 7 6 ,1:40.20,16,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
7,3,天池怪俠(B350),田泰安,蘇偉賢,133,1165,1,2-1/2,5 5 5 7 ,1:40.24,14,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
8,6,都靈紅星(B092),薛恩,韋達,128,1178,8,4-1/2,8 8 8 8 ,1:40.60,15,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
9,10,大登殿(G172),楊明綸,容天鵬,115,972,10,5,10 10 10 9 ,1:40.68,36,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
10,5,熱血鬥士(C360),潘明輝,告東尼,127,1137,6,5-1/4,9 9 9 10 ,1:40.68,19,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
WV,7,百勝名駒(E230),潘頓,呂健威,127,---,---,---,---,---,---,第三班,HV,1650米,好地,"草地 - ""C"" 賽道",2022,3,16,509
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,賞心星(C251),何澤堯,方嘉柏,125,1220,6,-,8 8 8 2 1 1 ,2:17.34,13,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
2,6,行樂之光(D331),蔡明紹,蘇偉賢,126,1126,4,頸位,6 6 6 4 3 2 ,2:17.39,5,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
3,11,生生福運(D274),莫丹尼,徐雨石,117,1003,7,頸位,9 10 11 11 9 3 ,2:17.40,23,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
4,2,奇妙年華(G001),田泰安,韋達,132,1200,10,1,11 11 10 10 8 4 ,2:17.50,11,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
5,1,一舖成名(B162),潘頓,葉楚航,133,1172,1,1-1/4,5 4 3 6 4 5 ,2:17.52,6.4,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
6,5,靈鋒(A245),馬雅,苗禮德,128,1081,8,2,10 9 9 9 6 6 ,2:17.67,8.1,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
7,10,世紀之威(D301),希威森,賀賢,119,944,12,2-1/4,12 12 12 12 11 7 ,2:17.70,18,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
8,12,榮華煌昌(D252),楊明綸,丁冠豪,114,1098,2,5-3/4,4 5 5 8 7 8 ,2:18.25,7.8,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
9,4,旅遊達人(E170),薛恩,徐雨石,129,1008,3,6,7 7 7 7 5 9 ,2:18.31,11,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
10,7,華美福星(E086),巴度,告東尼,126,1136,5,8,2 1 1 1 2 10 ,2:18.61,7.6,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
11,3,好友無敵(A217),梁家俊,文家良,130,1099,9,26-3/4,3 2 2 5 12 11 ,2:21.61,67,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
12,9,有力(E017),莫雷拉,鄭俊偉,120,1042,11,35-1/2,1 3 4 3 10 12 ,2:23.01,8.6,第五班,HV,2200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,520
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,7,翡翠鳳凰(D179),田泰安,羅富全,125,1151,4,-,1 1 1 1 ,1:40.07,17,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
2,11,日就月將(D157),蔡明紹,賀賢,117,1031,2,3-1/4,6 5 5 2 ,1:40.58,3.8,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
3,4,大師級(C271),賀銘年,丁冠豪,128,1157,1,4,3 3 3 3 ,1:40.71,7.4,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
4,1,開懷大少(A278),薛恩,文家良,133,1201,12,4-1/4,2 2 2 4 ,1:40.77,23,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
5,8,又享耆成(E069),莫雷拉,容天鵬,123,1067,7,4-1/2,4 4 4 5 ,1:40.78,2.7,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
6,12,獵狐者威(E296),巴度,呂健威,116,1047,3,5,7 7 8 6 ,1:40.85,12,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
7,3,三劍俠(E303),希威森,徐雨石,129,997,10,5,9 8 7 7 ,1:40.87,107,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
8,9,紅褲之王(E262),潘頓,大衛希斯,123,1068,11,6,11 10 9 8 ,1:41.04,7.9,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
9,6,甲烷(C469),霍宏聲,告東尼,127,1070,6,7-1/4,8 9 10 9 ,1:41.22,17,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
10,10,銀亮威龍(E283),班德禮,葉楚航,121,1066,9,8,12 12 11 10 ,1:41.34,38,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
11,5,鼓浪順風(D040),梁家俊,姚本輝,127,1202,5,8-1/2,5 6 6 11 ,1:41.44,32,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
12,2,綠登(E409),何澤堯,蘇偉賢,132,1126,8,9,10 11 12 12 ,1:41.49,50,第四班,HV,1650米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,521
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,2,奇寶(E386),莫雷拉,蔡約翰,129,1145,7,-,9 7 1 ,0:58.09,7.3,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
2,6,超額認購(C361),薛恩,賀賢,123,1159,2,3/4,6 5 2 ,0:58.21,10,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
3,9,特攻(G004),賀銘年,大衛希斯,122,1078,4,1,8 8 3 ,0:58.27,23,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
4,7,華麗活力(G051),何澤堯,羅富全,122,1062,3,1-1/4,5 4 4 ,0:58.29,9.1,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
5,4,靚蝦女(E389),潘頓,韋達,125,1178,10,2-1/4,4 6 5 ,0:58.46,2.1,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
6,10,佳尊三(D186),波健士,蘇偉賢,117,1069,8,2-1/2,10 10 6 ,0:58.51,43,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
7,8,超班(G086),希威森,苗禮德,122,1059,6,4,3 3 7 ,0:58.73,7.8,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
8,12,旅遊拿督(V235),楊明綸,高伯新,114,1095,11,4,11 11 8 ,0:58.74,80,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
9,1,電路七號(D474),潘明輝,告東尼,131,1125,5,4-1/2,1 1 9 ,0:58.82,9.1,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
10,3,輗多福(E105),蔡明紹,徐雨石,129,1234,9,4-3/4,2 2 10 ,0:58.85,15,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
11,5,荃程路通(E403),巴度,文家良,124,1051,12,7,7 9 11 ,0:59.22,69,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
WV-A,11,萬事有(D443),田泰安,容天鵬,116,---,---,---,---,---,---,第四班,HV,1000米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,522
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,2,過河勁卒(C381),波健士,蔡約翰,131,1074,1,-,3 3 1 ,1:10.87,10,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
2,12,歐洲導彈(E277),楊明綸,鄭俊偉,113,1002,7,3/4,7 4 2 ,1:11.01,116,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
3,10,晉神(C476),田泰安,葉楚航,120,1061,9,1,9 8 3 ,1:11.03,13,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
4,7,喜悅精靈(E388),霍宏聲,賀賢,121,1190,10,1-3/4,11 9 4 ,1:11.16,6.7,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
5,3,中華威威(D075),莫雷拉,徐雨石,124,1218,5,2,2 2 5 ,1:11.21,8.3,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
6,11,各取所需(C474),希威森,韋達,117,1066,3,2-3/4,4 6 6 ,1:11.29,6.7,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
7,9,大家開心(E029),蔡明紹,文家良,120,1105,2,3-1/4,5 5 7 ,1:11.39,9.1,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
8,6,騰龍超影(T372),梁家俊,蘇保羅,122,1144,11,4-1/4,6 7 8 ,1:11.55,35,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
9,4,開心再來(E450),何澤堯,沈集成,123,964,12,4-1/2,12 12 9 ,1:11.61,93,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
10,1,上校(D090),潘頓,姚本輝,133,1177,4,5-1/2,1 1 10 ,1:11.76,2.3,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
11,5,福祐(G005),馬雅,高伯新,123,1250,8,6-1/2,10 11 11 ,1:11.93,114,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
12,8,友之星(E072),莫丹尼,容天鵬,120,1142,6,10-1/2,8 10 12 ,1:12.56,36,第四班,HV,1200米,好地至黏地,"草地 - ""C+3"" 賽道",2022,3,23,523
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,12,幸運飛彈(C501),莫雷拉,賀賢,116,1144,10,-,1 1 1 1 ,1:41.66,4.1,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
2,9,電子傳奇(G028),楊明綸,文家良,120,1085,3,1,4 7 7 2 ,1:41.83,18,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
3,1,成才(B085),薛恩,大衛希斯,133,1182,11,1-1/4,10 5 5 3 ,1:41.86,15,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
4,2,爆谷(D307),潘頓,告東尼,131,1018,5,1-3/4,6 10 9 4 ,1:41.95,4.2,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
5,5,觔斗雲(E249),潘明輝,姚本輝,128,1129,6,3,7 8 8 5 ,1:42.13,7.2,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
6,6,專一(D191),梁家俊,葉楚航,124,1082,7,4,9 11 10 6 ,1:42.30,10,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
7,10,鵲橋飛渡(A247),田泰安,蘇偉賢,120,1117,1,5-1/2,3 4 4 7 ,1:42.52,6.2,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
8,7,創建群英(D464),霍宏聲,丁冠豪,123,1047,4,5-3/4,5 6 6 8 ,1:42.57,23,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
9,11,八騎士(E163),蔡明紹,沈集成,119,1043,9,10,8 9 11 9 ,1:43.27,24,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
10,3,童話(B238),何澤堯,徐雨石,130,1151,8,12-1/4,11 3 3 10 ,1:43.61,33,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
11,8,一樣滿意(G023),巴度,呂健威,123,1085,2,13-3/4,2 2 2 11 ,1:43.87,9.3,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
WV,4,冰雪奇遇(E075),班德禮,容天鵬,130,---,---,---,---,---,---,第四班,HV,1650米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,524
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,4,三生好運(C359),薛恩,羅富全,129,1122,1,-,4 5 1 ,1:11.07,4.8,第四班,HV,1200米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,525
2,2,友心友型(E100),潘明輝,葉楚航,131,1092,2,3/4,7 7 2 ,1:11.19,10,第四班,HV,1200米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,525
3,7,桃花盛(D234),田泰安,告東尼,127,1236,11,1-1/4,6 4 3 ,1:11.26,14,第四班,HV,1200米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,525
4,6,想見你(G247),莫雷拉,沈集成,127,1063,6,3,1 1 4 ,1:11.54,5.5,第四班,HV,1200米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,525
5,10,新威力(D463),蔡明紹,蘇保羅,121,1154,9,3,9 8 5 ,1:11.55,30,第四班,HV,1200米,黏地,"草地 - ""C+3"" 賽道",2022,3,23,525
