Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo,Race
3,10,幸運旅程(E385),潘明輝,羅富全,121,1165,14,1-3/4,7 6 3 ,1:09.62,17,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
4,5,桃花盛(D234),田泰安,告東尼,128,1226,11,3,5 4 4 ,1:09.81,10,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
5,1,鑽飛龍(D111),何澤堯,容天鵬,133,1252,13,3,13 12 5 ,1:09.81,6.3,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
6,4,飛馬輝煌(D337),梁家俊,徐雨石,130,1110,6,3-1/4,4 5 6 ,1:09.86,13,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
7,11,富存大師(D371),波健士,呂健威,119,1051,9,4-1/2,9 9 7 ,1:10.04,34,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
8,2,喜報(E374),史卓豐,蘇偉賢,132,1119,10,4-3/4,2 3 8 ,1:10.10,6,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
9,13,日日靚(D070),黃皓楠,方嘉柏,115,1146,7,5-3/4,14 14 9 ,1:10.25,160,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
10,8,塑料輝煌(E250),霍宏聲,丁冠豪,125,1104,12,6,10 10 10 ,1:10.28,17,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
11,14,快利寶(A320),楊明綸,高伯新,114,1098,5,7,6 8 11 ,1:10.43,92,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
12,9,鑽兩鑽(G041),班德禮,姚本輝,125,1066,1,7,8 7 12 ,1:10.44,80,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
13,6,迎有(E254),巴度,大衛希斯,125,1188,2,7-1/4,12 11 13 ,1:10.49,4.9,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
14,3,威力得得(D438),巫顯東,賀賢,122,1106,4,7-1/2,11 13 14 ,1:10.55,104,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
WV,,閃電俠(C099),賀銘年,蘇保羅,131,---,---,---,---,---,---,第四班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,172,5
1,13,好友利(C223),何澤堯,徐雨石,117,1008,13,-,14 14 14 1 ,1:22.52,16,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
2,11,霹靂狂龍(D003),賀銘年,賀賢,120,1022,12,頸位,13 12 11 2 ,1:22.56,9.6,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
3,3,怪獸奇兵(E369),梁家俊,文家良,128,1112,5,1/2,6 6 4 3 ,1:22.60,9.3,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
4,12,有緣人(D348),巴度,蔡約翰,119,1162,8,1/2,3 2 1 4 ,1:22.61,4.6,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
5,10,星際精英(D281),潘頓,容天鵬,120,1138,11,1/2,11 11 12 5 ,1:22.62,4.6,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
6,2,快馬飛馳(C277),潘明輝,羅富全,128,1158,6,1-3/4,7 9 7 6 ,1:22.80,15,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
7,5,龍城愛將(E426),霍宏聲,苗禮德,124,1256,1,2,4 3 6 7 ,1:22.82,47,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
8,8,誠心所願(E343),周俊樂,韋達,119,1044,9,2-1/2,8 7 8 8 ,1:22.93,7.7,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
9,6,獵狐者威(E296),波健士,呂健威,123,1066,3,2-3/4,1 1 2 9 ,1:22.96,38,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
10,9,揚帆順風(D201),楊明綸,鄭俊偉,122,1124,2,3,5 5 10 10 ,1:22.98,18,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
11,4,八騎士(E163),莫雷拉,沈集成,125,1050,7,3-3/4,9 8 9 11 ,1:23.12,8.2,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
12,1,安寶(E407),田泰安,方嘉柏,133,1068,14,3-3/4,12 13 13 12 ,1:23.12,85,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
13,7,精彩有你(C394),班德禮,姚本輝,122,1064,4,5-1/2,2 4 3 13 ,1:23.41,13,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
14,14,川河進駒(E215),黃俊,蘇保羅,110,1031,10,6-3/4,10 10 5 14 ,1:23.61,156,第四班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,173,6
1,6,幸運快車(D026),潘頓,蔡約翰,124,1156,1,-,7 4 4 1 ,1:21.22,5.7,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
2,5,百步穿雲(A165),潘明輝,賀賢,122,1134,10,頭位,10 10 6 2 ,1:21.27,46,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
3,10,勝利威龍(C292),田泰安,呂健威,116,1094,9,1/2,4 9 10 3 ,1:21.31,11,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
4,2,韋小寶(C188),周俊樂,蘇保羅,125,1145,5,3/4,9 7 7 4 ,1:21.37,18,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
5,4,勁搏(D386),莫雷拉,蔡約翰,125,1105,11,2,11 11 11 5 ,1:21.54,8.2,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
6,11,銀馳(E131),巴度,蔡約翰,114,1046,3,2-1/2,2 2 2 6 ,1:21.61,12,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
7,3,遨遊戰士(C247),何澤堯,姚本輝,126,1144,6,2-3/4,1 1 1 7 ,1:21.65,74,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
8,8,非凡才子(C095),梁家俊,容天鵬,122,1166,8,3-1/4,8 8 8 8 ,1:21.73,44,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
9,9,佳運財(E269),史卓豐,大衛希斯,120,1185,2,3-1/4,5 5 5 9 ,1:21.76,2,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
10,1,二郎(C019),蔡明紹,告東尼,133,1189,4,6,3 3 3 10 ,1:22.19,34,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
11,7,加州得迅(D276),陳嘉熙,告東尼,116,1147,7,6-3/4,6 6 9 11 ,1:22.32,8.8,第一班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,174,7
1,5,超速(D161),莫雷拉,苗禮德,124,1075,1,-,6 7 3 1 ,1:37.90,2.7,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
2,2,錶之銳(C193),周俊樂,呂健威,122,1192,9,1-1/2,9 8 4 2 ,1:38.16,13,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
3,12,勝意龍(E253),田泰安,蘇偉賢,115,1144,12,2-1/4,12 12 8 3 ,1:38.26,14,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
4,10,天天精彩(C414),蔡明紹,告東尼,118,1137,4,5,10 10 9 4 ,1:38.69,10,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
5,3,協進神駒(D263),何澤堯,韋達,125,1091,10,5-1/2,11 11 12 5 ,1:38.80,11,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
6,4,幸運傳奇(D047),潘明輝,羅富全,123,1221,11,6,3 2 2 6 ,1:38.87,4.3,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
7,7,大道至正(C197),賀銘年,鄭俊偉,122,1174,8,7-1/2,8 9 10 7 ,1:39.09,40,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
8,11,金津一號(D306),楊明綸,丁冠豪,117,1062,2,9-1/4,2 3 6 8 ,1:39.39,22,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
9,9,雙天至尊(C293),黃皓楠,呂健威,117,1188,6,9-3/4,1 1 1 9 ,1:39.47,16,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
10,8,跨渡口(G068),潘頓,蔡約翰,121,1069,5,10,7 6 7 10 ,1:39.49,12,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
11,6,好好心得(D433),梁家俊,蘇保羅,123,1074,7,14,4 4 5 11 ,1:40.14,20,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
12,1,滿冠熊(C143),霍宏聲,霍利時,132,1058,3,17-1/4,5 5 11 12 ,1:40.67,44,第三班,ST,1650米,好地,全天候跑道,2021,11,13,175,8
1,2,中華盛景(E379),田泰安,告東尼,132,1050,7,-,10 8 1 ,1:09.21,8,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
2,1,包裝長勝(E373),潘頓,沈集成,132,1186,1,短馬頭位,3 5 2 ,1:09.22,1.9,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
3,4,心之行(E380),何澤堯,呂健威,126,1122,6,1/2,2 1 3 ,1:09.29,12,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
4,3,逆市奇爸(E321),梁家俊,容天鵬,127,1284,5,1/2,5 4 4 ,1:09.29,8.1,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
5,5,佐治勇駒(E257),莫雷拉,方嘉柏,126,1159,2,1,6 6 5 ,1:09.37,11,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
6,10,穿甲鷹(G093),黃皓楠,徐雨石,116,1126,11,2,12 12 6 ,1:09.53,153,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
7,12,勇闖(D442),巴度,蔡約翰,118,1235,12,2,9 10 7 ,1:09.54,7.6,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
8,9,新境界(D458),蔡明紹,文家良,121,1222,9,2-1/2,11 11 8 ,1:09.62,124,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
9,8,必跑得(E464),楊明綸,大衛希斯,121,1124,3,3-3/4,8 7 9 ,1:09.81,12,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
10,6,快快有(E183),班德禮,羅富全,125,1029,4,4,7 9 10 ,1:09.83,57,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
11,7,赤狐(D326),潘明輝,羅富全,121,1273,8,6-1/2,4 3 11 ,1:10.24,49,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
12,11,錶之科學(E442),周俊樂,蘇保羅,116,1114,10,7,1 2 12 ,1:10.32,42,第三班,ST,1200米,好地,草地 - A+3 賽道,2021,11,13,176,9
1,9,將俠(D501),莫雷拉,告東尼,122,1105,12,-,2 2 2 1 ,1:21.64,4.6,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
2,10,美好世界(E315),潘頓,羅富全,122,1168,2,3/4,4 4 4 2 ,1:21.78,2.9,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
3,2,綠茵神駒(E406),田泰安,苗禮德,133,1066,1,1-1/2,9 7 7 3 ,1:21.90,9.1,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
4,4,利害了(C367),班德禮,韋達,132,1132,6,1-3/4,3 3 3 4 ,1:21.94,15,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
5,13,天行健(E414),黎海榮,文家良,114,1012,14,2-3/4,14 13 9 5 ,1:22.08,20,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
6,1,確妙星(D173),周俊樂,容天鵬,130,1157,5,3,8 9 5 6 ,1:22.11,11,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
7,8,合衷共濟(B250),潘明輝,賀賢,123,1114,8,3-1/4,1 1 1 7 ,1:22.15,31,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
8,12,巴基之友(B370),何澤堯,蘇偉賢,116,1067,3,3-1/4,12 12 10 8 ,1:22.17,10,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
9,7,極速飛彈(E199),史卓豐,姚本輝,126,1108,10,3-1/2,13 14 12 9 ,1:22.19,127,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
10,14,成才(B085),黃俊,大衛希斯,108,1175,4,3-3/4,7 5 6 10 ,1:22.24,25,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
11,11,威威鬥士(E347),波健士,呂健威,121,1045,13,5-3/4,11 11 14 11 ,1:22.57,168,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
12,3,帝豪寶寶(A050),陳嘉熙,沈集成,126,1227,7,9-1/4,6 6 8 12 ,1:23.11,60,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
13,6,星運明爵(C431),梁家俊,方嘉柏,129,1143,9,12-3/4,5 8 13 13 ,1:23.67,35,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
14,5,疾風明駒(D426),巴度,蔡約翰,130,1135,11,16-3/4,10 10 11 14 ,1:24.34,8.7,第三班,ST,1400米,好地,草地 - A+3 賽道,2021,11,13,177,10
1,1,四季喜(E146),何澤堯,丁冠豪,133,1243,8,-,8 7 1 ,1:09.21,4.8,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
2,3,騰飛塔(D500),田泰安,蘇偉賢,132,1070,7,3/4,10 10 2 ,1:09.35,9.7,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
3,8,啱啱好(G009),潘頓,羅富全,126,1250,12,1-1/4,3 4 3 ,1:09.40,3.1,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
4,11,靚蝦女(E389),周俊樂,韋達,121,1200,1,2,1 1 4 ,1:09.53,14,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
5,2,二話不說(C134),潘明輝,葉楚航,131,1122,13,2-1/2,7 6 5 ,1:09.62,7.9,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
6,12,電子兄弟(E266),蔡明紹,文家良,121,1265,6,2-1/2,2 2 6 ,1:09.63,11,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
7,7,驕陽(E484),薛恩,呂健威,126,1163,3,2-1/2,9 9 7 ,1:09.63,72,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
8,5,晨曦飛馬(C351),陳嘉熙,方嘉柏,123,1012,9,2-3/4,12 12 8 ,1:09.66,45,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
9,10,太陽拍檔(E364),班德禮,姚本輝,126,1217,4,3,6 8 9 ,1:09.71,16,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
10,13,潮州大兄(E188),巴度,容天鵬,120,1030,5,3,5 5 10 ,1:09.71,10,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
11,9,健康快駒(G010),莫雷拉,蔡約翰,126,976,2,3-1/2,4 3 11 ,1:09.79,15,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
12,4,駿龍飛騰(E121),霍宏聲,霍利時,132,1039,11,4,13 11 12 ,1:09.86,152,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
13,14,天意(V417),梁家俊,蘇保羅,117,1178,14,4,14 14 13 ,1:09.87,28,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
14,6,亞洲力量(E400),波健士,苗禮德,126,1063,10,5-1/4,11 13 14 ,1:10.03,166,第四班,ST,1200米,好地,草地 - B+2 賽道,2021,11,21,187,1
1,4,好拍檔(E097),潘頓,賀賢,127,1251,14,-,10 10 10 1 ,1:22.23,3,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
2,12,仲得威(E079),馬雅,呂健威,117,1062,12,頸位,12 11 11 2 ,1:22.29,41,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
3,3,綠尚飛馳(B258),莫雷拉,姚本輝,127,1218,1,1-1/4,5 4 4 3 ,1:22.44,5.3,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
4,14,競駿翩翩(D399),巴度,蘇偉賢,114,1079,6,1-3/4,4 3 3 4 ,1:22.52,5.8,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
5,5,奮鬥齊心(D349),薛恩,徐雨石,126,1085,13,1-3/4,2 2 1 5 ,1:22.52,138,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
6,1,都市神話(A086),周俊樂,容天鵬,129,1044,9,2,14 14 14 6 ,1:22.57,9.3,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
7,13,歡樂洋洋(E263),楊明綸,韋達,116,1015,2,3-1/2,11 9 8 7 ,1:22.78,14,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
8,8,鼓浪精綵(E429),梁家俊,文家良,122,1090,10,3-1/2,6 13 13 8 ,1:22.80,108,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
9,11,金牌實力(E328),霍宏聲,苗禮德,120,1127,4,3-3/4,3 5 5 9 ,1:22.84,39,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
10,7,興高采烈(E197),蔡明紹,蘇保羅,124,999,11,4-1/4,13 12 12 10 ,1:22.93,29,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
11,10,驛驛其達(E284),班德禮,大衛希斯,120,1131,5,4-1/2,9 7 7 11 ,1:22.95,34,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
12,6,悅豐泰(D344),潘明輝,沈集成,123,1228,3,5,8 8 9 12 ,1:23.03,30,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
13,9,峰爭(D472),何澤堯,羅富全,122,1095,7,5-1/4,7 6 6 13 ,1:23.06,6.8,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
14,2,尊才(D418),陳嘉熙,葉楚航,125,1129,8,15,1 1 2 14 ,1:24.65,22,第四班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,188,2
1,4,八仟師(E330),莫雷拉,羅富全,123,1183,1,-,3 2 1 ,0:55.42,2.2,第二班,ST,1000米,好地,草地 - B+2 賽道,2021,11,21,189,3
2,8,緊張大師(E421),田泰安,大衛希斯,118,1240,7,1-3/4,1 1 2 ,0:55.69,1.9,第二班,ST,1000米,好地,草地 - B+2 賽道,2021,11,21,189,3
3,1,跳出世界(C333),波健士,蔡約翰,132,1241,3,3-1/4,4 3 3 ,0:55.94,24,第二班,ST,1000米,好地,草地 - B+2 賽道,2021,11,21,189,3
4,5,大金庫(C146),潘明輝,高伯新,119,1119,4,4,6 5 4 ,0:56.07,45,第二班,ST,1000米,好地,草地 - B+2 賽道,2021,11,21,189,3
5,7,年年旺(C122),梁家俊,高伯新,119,1218,2,4-1/4,8 8 5 ,0:56.09,50,第二班,ST,1000米,好地,草地 - B+2 賽道,2021,11,21,189,3
6,2,傳盛(B416),周俊樂,呂健威,123,1258,6,4-1/4,5 6 6 ,0:56.11,9.2,第二班,ST,1000米,好地,草地 - B+2 賽道,2021,11,21,189,3
7,3,平海掌星(D123),巴度,蔡約翰,125,1308,5,6-3/4,7 7 7 ,0:56.48,30,第二班,ST,1000米,好地,草地 - B+2 賽道,2021,11,21,189,3
8,6,獎金大王(B433),陳嘉熙,葉楚航,113,1176,8,10,2 4 8 ,0:57.03,77,第二班,ST,1000米,好地,草地 - B+2 賽道,2021,11,21,189,3
1,6,旭日昇(E466),潘頓,賀賢,124,1222,4,-,11 10 11 1 ,1:21.00,15,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
2,11,拍馬難追(E234),田泰安,苗禮德,120,1128,6,頸位,2 6 5 2 ,1:21.04,6.6,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
3,10,閃得快(D061),周俊樂,韋達,118,1192,2,3/4,8 8 10 3 ,1:21.13,5.3,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
4,4,紀利雄星(C041),班德禮,丁冠豪,127,1282,11,2,13 12 12 4 ,1:21.34,42,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
5,2,美麗非凡(D023),莫雷拉,蔡約翰,128,1211,9,2-1/4,10 11 9 5 ,1:21.37,8.4,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
6,5,幸福至上(E302),潘明輝,沈集成,123,1019,7,2-1/2,4 3 3 6 ,1:21.40,12,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
7,8,合夥雄心(E218),何澤堯,蘇偉賢,122,1102,8,3-1/4,9 9 7 7 ,1:21.52,4.4,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
8,7,皇者驕傲(E351),霍宏聲,方嘉柏,124,1090,1,4,6 7 6 8 ,1:21.62,45,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
9,13,家樂飛駒(D267),楊明綸,鄭俊偉,115,1096,14,4,14 13 13 9 ,1:21.65,104,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
10,9,皇龍福將(E110),史卓豐,羅富全,122,1078,3,5-1/2,3 4 4 10 ,1:21.87,7.5,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
11 平頭馬,1,綫路之星(G076),巴度,告東尼,133,1079,13,5-3/4,5 1 2 11 ,1:21.90,12,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
11 平頭馬,12,綫路神驊(G078),馬雅,文家良,118,996,5,5-3/4,7 5 8 11 ,1:21.90,80,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
13,14,是必飛飛(D121),蔡明紹,容天鵬,113,1326,10,6,1 2 1 13 ,1:21.96,11,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
14,3,飛輪鑽皇(G097),梁家俊,徐雨石,128,1132,12,9-1/2,12 14 14 14 ,1:22.52,78,第三班,ST,1400米,好地,草地 - B+2 賽道,2021,11,21,190,4
1,5,安頌(D381),巴度,蘇偉賢,127,1136,3,-,9 9 10 6 1 ,2:02.12,4.2,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
2,14,超勁勇士(D298),楊明綸,羅富全,118,1099,2,短馬頭位,7 6 8 11 2 ,2:02.13,28,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
3,6,喜蓮心星(E348),薛恩,大衛希斯,126,1185,1,頭位,4 4 5 4 3 ,2:02.16,7.2,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
4,7,高瞻遠矚(B345),何澤堯,苗禮德,125,1039,4,1-1/4,10 10 7 5 4 ,2:02.32,5.9,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
5,4,全才(B213),田泰安,葉楚航,129,1043,10,2,14 14 14 12 5 ,2:02.43,17,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
6,9,西利哥(D128),班德禮,羅富全,125,1144,7,2,13 13 12 13 6 ,2:02.45,16,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
7,8,精準快車(D198),蔡明紹,姚本輝,125,1024,6,2-1/4,8 8 9 7 7 ,2:02.50,10,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
8,1,凌駕(C386),史卓豐,蔡約翰,132,1109,14,3-1/4,3 1 1 2 8 ,2:02.63,22,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
9,3,安承(D059),潘頓,文家良,129,1073,9,3-1/4,6 7 6 1 9 ,2:02.66,12,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
10,2,飛天神駒(E412),波健士,苗禮德,131,995,12,3-1/2,11 11 11 9 10 ,2:02.68,58,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
11,13,興惑(B351),潘明輝,告東尼,119,1055,5,3-3/4,5 5 4 8 11 ,2:02.71,21,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
12,11,神龍駒(B108),周俊樂,韋達,121,1081,8,4,1 2 2 3 12 ,2:02.76,8.1,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
13,12,曈曨光彩(D188),莫雷拉,告東尼,124,1075,13,6,12 12 13 10 13 ,2:03.08,17,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
14,10,水箭龜(C450),霍宏聲,霍利時,124,1078,11,43,2 3 3 14 14 ,2:09.00,18,第三班,ST,2000米,好地,草地 - B+2 賽道,2021,11,21,191,5
1,7,錶之未來(D422),周俊樂,呂健威,123,1237,10,-,6 5 1 ,1:07.98,5.5,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
2,10,肥仔叻叻(E354),潘頓,大衛希斯,123,1366,9,3/4,10 10 2 ,1:08.11,8.1,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
3,3,顯心星(D216),薛恩,方嘉柏,123,1187,1,1-1/4,9 9 3 ,1:08.16,6.8,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
4,4,錶之智能(D139),田泰安,告東尼,123,1091,8,2-1/4,1 1 4 ,1:08.33,34,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
5,9,速遞奇兵(D449),莫雷拉,蔡約翰,123,1200,6,2-1/4,2 2 5 ,1:08.34,2.7,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
6,6,當家猴王(D142),何澤堯,韋達,123,1113,2,3,7 7 6 ,1:08.45,8.6,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
7,2,福逸(D176),巴度,高伯新,128,1178,7,3,8 8 7 ,1:08.46,7.1,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
8,1,旺蝦王(A299),波健士,蔡約翰,128,1222,3,3-1/2,3 4 8 ,1:08.55,31,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
9,8,聚才(D108),史卓豐,大衛希斯,123,1213,5,3-3/4,4 3 9 ,1:08.56,14,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
10,5,君達星(B019),蔡明紹,丁冠豪,123,1198,4,5-1/4,5 6 10 ,1:08.81,69,國際二級賽,ST,1200米 ,好地,草地 - B+2 賽道,2021,11,21,192,6
1,1,金鎗六十(C238),何澤堯,呂健威,128,1109,7,-,7 7 6 1 ,1:34.55,1.1,國際二級賽,ST,1600米 ,好地,草地 - B+2 賽道,2021,11,21,193,7
2,2,夏威夷(C150),潘頓,蔡約翰,128,1143,4,1,2 2 2 2 ,1:34.70,15,國際二級賽,ST,1600米 ,好地,草地 - B+2 賽道,2021,11,21,193,7
