Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo,Race
12,12,摩拳擦掌(G194),楊明綸,丁冠豪,114,1129,9,9-1/4,8 7 12 ,0:57.51,98,第三班,ST,1000米,好地,草地 - C+3 賽道,2022,3,12,493,3
1,8,幸運精選(B114),潘明輝,容天鵬,123,1207,11,-,1 1 2 2 1 ,1:47.34,19,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
2,13,蓮花剛玉(E026),巴度,賀賢,117,1073,10,3/4,12 8 8 7 2 ,1:47.47,15,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
3,4,健康馬(G037),田泰安,鄭俊偉,127,1070,5,1-1/4,11 12 13 11 3 ,1:47.55,3.9,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
4,3,巴基之友(B370),蔡明紹,蘇偉賢,131,1063,7,2,3 2 4 3 4 ,1:47.67,16,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
5,5,機械戰士(C532),班德禮,姚本輝,127,1135,4,2-1/4,5 7 7 8 5 ,1:47.70,5.2,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
6,1,威威鬥士(E347),馬雅,呂健威,133,1055,8,3,2 3 3 4 6 ,1:47.82,25,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
7,7,紅麗舍(A005),薛恩,文家良,125,1159,14,3-3/4,9 11 11 12 7 ,1:47.92,10,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
8,6,嘜誰嘜誰(C323),霍宏聲,告東尼,125,1208,3,3-3/4,8 6 1 1 8 ,1:47.94,19,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
9,14,度身訂做(C522),希威森,方嘉柏,117,1084,1,3-3/4,4 4 6 5 9 ,1:47.95,21,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
10,10,伊貝(E372),潘頓,大衛希斯,123,1051,13,3-3/4,6 5 5 6 10 ,1:47.95,6.4,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
11,9,超班福星(C183),賀銘年,丁冠豪,124,1097,12,4,13 14 14 14 11 ,1:47.99,24,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
12,12,威力飛馳(D423),巫顯東,賀賢,115,1168,6,4,14 13 12 13 12 ,1:47.99,25,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
13,11,興高采烈(E197),莫雷拉,蘇保羅,123,1005,9,4-1/2,10 10 10 9 13 ,1:48.05,10,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
14,2,恆駿寶駒(T262),何澤堯,蘇偉賢,131,1113,2,9-1/2,7 9 9 10 14 ,1:48.88,57,第四班,ST,1800米,好地,草地 - C+3 賽道,2022,3,12,494,4
1,1,勝得出色(G215),莫雷拉,蔡約翰,130,1116,14,-,6 6 5 1 ,1:21.81,2.1,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
2,2,喜愛善(E376),田泰安,丁冠豪,128,1304,3,3/4,7 7 7 2 ,1:21.93,7.7,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
3,8,爆騷(A207),何澤堯,徐雨石,123,1098,7,3/4,14 13 13 3 ,1:21.96,25,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
4,7,大勢至富(G060),梁家俊,姚本輝,123,1167,12,1-1/4,1 1 1 4 ,1:22.01,52,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
5,3,無可限量(E419),薛恩,大衛希斯,126,1238,4,2,4 5 3 5 ,1:22.15,7.1,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
6,5,領航傳祺(G126),波健士,沈集成,124,1097,6,2-3/4,8 8 8 6 ,1:22.24,206,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
7,12,霹靂狂龍(D003),潘頓,賀賢,120,1023,10,2-3/4,10 10 9 7 ,1:22.25,6.8,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
8,9,御神勇將(G039),班德禮,呂健威,122,1234,5,3-1/4,9 9 10 8 ,1:22.34,40,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
9,13,潮州大兄(E188),巴度,容天鵬,117,1022,2,3-1/2,2 3 4 9 ,1:22.38,7.3,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
10,4,一舖到位(G067),馬雅,高伯新,126,1060,8,5,12 12 11 10 ,1:22.61,75,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
11,14,綫路暉華(E483),潘明輝,文家良,114,1041,1,5-1/2,5 4 6 11 ,1:22.67,30,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
12,11,捷報(E123),楊明綸,方嘉柏,120,1080,9,6,11 11 12 12 ,1:22.77,75,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
13,6,智勇財星(G055),希威森,葉楚航,124,1144,13,11-1/4,13 14 14 13 ,1:23.62,209,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
14,10,賽得意(E116),蔡明紹,羅富全,121,1085,11,12-1/4,3 2 2 14 ,1:23.76,29,第四班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,495,5
1,3,包裝必勝(G161),潘頓,呂健威,130,1150,9,-,2 2 1 ,1:09.19,5.3,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
2,4,錶之科學(E442),田泰安,蘇保羅,128,1110,6,2-1/2,6 6 2 ,1:09.60,10,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
3,12,健康美麗(B384),梁家俊,文家良,119,1085,8,3,9 9 3 ,1:09.67,31,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
4,8,超悅明駒(G003),莫雷拉,蘇偉賢,125,1156,4,4,7 7 4 ,1:09.83,1.9,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
5,9,威武勇駒(E480),班德禮,賀賢,125,1054,5,4-1/2,10 10 5 ,1:09.91,88,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
6,2,必跑得(E464),薛恩,大衛希斯,130,1136,12,4-3/4,11 11 6 ,1:09.96,43,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
7,1,都靈勇士(G150),巴度,高伯新,132,1059,7,5-1/4,12 12 7 ,1:10.04,67,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
8,5,歡樂好友(C533),霍宏聲,丁冠豪,126,1080,11,5-3/4,1 1 8 ,1:10.10,44,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
9,11,再大大(D084),希威森,鄭俊偉,124,1117,2,5-3/4,4 4 9 ,1:10.11,5.9,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
10,10,勇進齊心(G030),巫顯東,何良,123,1073,1,6-1/4,5 5 10 ,1:10.20,169,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
11,7,飛躍凱旋(G250),何澤堯,韋達,125,1190,3,7,8 8 11 ,1:10.29,38,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
12,6,勇敢夢想(G156),蔡明紹,告東尼,125,1053,10,7-3/4,3 3 12 ,1:10.45,9.6,第四班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,496,6
1,5,好眼光(D375),田泰安,蔡約翰,118,1146,8,-,3 2 1 ,1:07.78,10,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
2,2,聚才(D108),薛恩,大衛希斯,125,1224,1,頸位,9 9 2 ,1:07.82,6,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
3,8,八仟師(E330),莫雷拉,羅富全,116,1176,4,頸位,7 7 3 ,1:07.83,2.2,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
4,3,幸運快車(D026),波健士,蔡約翰,122,1162,5,1/2,10 10 4 ,1:07.89,17,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
5,4,錶之智能(D139),賀銘年,丁冠豪,119,1077,6,3/4,5 5 5 ,1:07.91,23,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
6,9,必長勝(E240),巴度,文家良,113,1261,7,2-1/4,4 4 6 ,1:08.13,7.1,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
7,10,遨遊戰士(C247),潘明輝,姚本輝,112,1150,9,3,1 1 7 ,1:08.27,37,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
8,1,旺蝦王(A299),潘頓,蔡約翰,133,1250,10,3,8 8 8 ,1:08.28,9.4,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
9,7,韋小寶(C188),蔡明紹,蘇保羅,115,1142,2,3-1/4,6 6 9 ,1:08.30,9.1,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
10,6,二郎(C019),巫顯東,告東尼,113,1175,3,10-3/4,2 3 10 ,1:09.51,92,第一班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,497,7
1,1,合夥雄心(E218),潘頓,告東尼,131,1087,14,-,11 12 12 1 ,1:21.28,3,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
2,14,大道至正(C197),楊明綸,鄭俊偉,118,1190,10,1-1/4,12 10 8 2 ,1:21.46,94,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
3,11,全勝神駒(E136),霍宏聲,韋達,122,1145,4,2-1/4,4 5 6 3 ,1:21.63,26,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
4,2,駿龍駒(D129),賀銘年,大衛希斯,130,1008,13,2-1/2,13 13 13 4 ,1:21.67,78,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
5,6,隱形翅膀(G225),何澤堯,姚本輝,128,1090,6,3-1/2,8 8 9 5 ,1:21.86,21,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
6,8,天生一對(C027),班德禮,丁冠豪,124,1078,8,3-3/4,10 11 11 6 ,1:21.89,8.8,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
7,13,金像非凡(E109),蔡明紹,羅富全,120,1128,7,4,6 6 3 7 ,1:21.94,4.7,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
8,4,紅旺(C341),希威森,葉楚航,129,1205,9,4-1/2,3 3 1 8 ,1:22.01,23,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
9,10,美麗新星(G232),波健士,蔡約翰,123,1068,5,5-1/4,9 7 7 9 ,1:22.12,72,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
10,5,真妙星(C059),黃俊,容天鵬,123,1230,12,5-1/2,14 14 14 10 ,1:22.17,60,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
11,12,夢巴黎(E335),薛恩,蘇保羅,122,1200,3,6-1/4,1 2 5 11 ,1:22.27,134,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
12,3,逆市奇爸(E321),田泰安,容天鵬,129,1314,2,12-1/4,5 4 4 12 ,1:23.26,11,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
13,7,金爵士(G111),莫雷拉,方嘉柏,125,1055,11,12-3/4,7 9 10 13 ,1:23.31,3.6,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
14,9,雙天至尊(C293),潘明輝,呂健威,122,1186,1,15-3/4,2 1 2 14 ,1:23.81,85,第三班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,498,8
1,8,連連有盈(G065),田泰安,告東尼,119,1202,2,-,1 1 1 ,1:08.42,2,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
2,1,五門齊(E423),薛恩,羅富全,128,1036,7,1/2,5 4 2 ,1:08.50,16,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
3,12,無敵勇士(C483),梁家俊,文家良,118,1247,3,2-1/4,3 3 3 ,1:08.77,7.7,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
4,7,贏科超影(A164),馬雅,高伯新,119,1042,12,2-1/4,11 9 4 ,1:08.78,52,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
5,9,六六大順(G142),莫雷拉,苗禮德,118,1165,9,4,8 7 5 ,1:09.07,10,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
6,5,多利神駒(G292),霍宏聲,韋達,125,1043,10,5-1/4,10 11 6 ,1:09.27,39,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
7,2,勇闖(D442),賀銘年,蔡約翰,128,1229,5,6-1/2,9 8 7 ,1:09.45,6.8,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
8,10,胆大威猛(C338),希威森,姚本輝,118,1142,6,6-3/4,2 2 8 ,1:09.49,37,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
9,4,錶之將來(G222),班德禮,丁冠豪,125,1185,1,7,6 5 9 ,1:09.53,41,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
10,3,美麗喝采(G137),何澤堯,沈集成,127,1210,11,8,4 6 10 ,1:09.72,56,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
11,6,佐治勇駒(E257),巴度,蘇偉賢,123,1154,4,13-1/4,7 10 11 ,1:10.55,6.1,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
WV-A,11,大才(G192),波健士,葉楚航,118,---,---,---,---,---,---,第三班,ST,1200米,好地,草地 - C+3 賽道,2022,3,12,499,9
1,7,知道必勝(C383),蔡明紹,沈集成,124,1257,11,-,12 12 13 1 ,1:21.31,22,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
2,14,旭日昇(E466),潘明輝,賀賢,116,1223,4,1/2,6 5 5 2 ,1:21.38,6.7,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
3,9,寶成智勝(D228),梁家俊,姚本輝,122,1166,10,1,1 1 1 3 ,1:21.48,27,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
4,8,一定美麗(E279),波健士,蔡約翰,123,1171,1,1-1/4,8 8 7 4 ,1:21.50,7.7,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
5,2,包裝太保(E142),潘頓,大衛希斯,129,1275,2,1-1/4,5 6 6 5 ,1:21.52,5.4,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
6,3,中華盛景(E379),莫雷拉,告東尼,128,1062,3,1-1/4,9 7 8 6 ,1:21.52,2.3,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
7,11,電子群星(C132),田泰安,文家良,121,1075,8,1-1/2,11 11 11 7 ,1:21.56,21,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
8,4,電路三號(B360),楊明綸,容天鵬,127,1166,13,1-1/2,13 13 14 8 ,1:21.56,31,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
9,10,鴻運飛鷹(D481),馬雅,呂健威,122,1245,12,1-3/4,10 10 10 9 ,1:21.60,84,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
10,13,疾風勁草(D197),希威森,鄭俊偉,119,1128,5,5,3 3 4 10 ,1:22.11,141,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
11,12,順勢贏(E043),巴度,沈集成,119,1072,6,5-1/4,2 4 3 11 ,1:22.15,17,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
12,6,健快聯盟(C135),賀銘年,蘇保羅,125,1151,14,7-1/2,14 14 12 12 ,1:22.52,155,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
13,5,手到回來(C001),薛恩,容天鵬,127,1202,7,8-3/4,4 2 2 13 ,1:22.70,18,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
14,1,勝利威龍(C292),班德禮,呂健威,131,1075,9,10-1/2,7 9 9 14 ,1:22.98,60,第二班,ST,1400米,好地,草地 - C+3 賽道,2022,3,12,500,10
1,5,年年豐盛(G185),何澤堯,姚本輝,126,1089,1,-,4 3 1 ,1:10.01,7.3,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
2,4,烈風(E193),莫雷拉,蔡約翰,126,1069,3,短馬頭位,7 8 2 ,1:10.03,4.4,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
3,7,天外驚天(G253),潘頓,大衛希斯,126,1170,9,頸位,2 1 3 ,1:10.06,5.3,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
4,1,勝利之皇(E457),巴度,蘇偉賢,133,1098,6,3/4,9 7 4 ,1:10.14,13,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
5,14,鼓浪精綵(E429),蔡明紹,文家良,117,1097,4,1-1/4,3 4 5 ,1:10.22,8.9,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
6,9,有運來(E187),莫丹尼,沈集成,124,1174,5,1-1/4,8 9 6 ,1:10.23,8.5,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
7,11,打鐵趁熱(C133),希威森,葉楚航,122,1078,2,2,6 6 7 ,1:10.32,19,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
8,6,亞洲籐王(G035),馬雅,高伯新,126,1122,11,2-3/4,14 12 8 ,1:10.44,68,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
9,3,晨曦英雄(G024),薛恩,蘇保羅,126,1090,12,3-3/4,12 10 9 ,1:10.63,138,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
10,2,運來福星(C473),田泰安,徐雨石,131,1039,10,4,10 11 10 ,1:10.66,7.7,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
11,13,投資有利(G025),賀銘年,鄭俊偉,122,1094,13,4-1/2,1 2 11 ,1:10.74,150,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
12,10,揚揚大道(G050),班德禮,羅富全,124,1188,7,4-3/4,11 13 12 ,1:10.77,8.4,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
13,12,超級黃蜂(G043),潘明輝,韋達,120,1032,14,5-1/2,13 14 13 ,1:10.91,42,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
14,8,綫路光明(E482),巫顯東,容天鵬,122,1021,8,8-3/4,5 5 14 ,1:11.40,112,第四班,ST,1200米,好地,草地 - A 賽道,2022,3,20,510,1
1,1,日日型(E322),潘頓,羅富全,133,1211,1,-,6 3 1 ,0:56.93,5,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
2,2,喜報(E374),梁家俊,蘇偉賢,132,1110,9,4-3/4,3 4 2 ,0:57.68,13,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
3,9,樂加福(G244),希威森,韋達,125,1048,3,4-3/4,9 10 3 ,0:57.69,113,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
4,12,鑽石寶寶(G063),潘明輝,姚本輝,123,1192,4,4-3/4,13 9 4 ,0:57.71,5.5,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
5,8,連利福將(B475),班德禮,葉楚航,125,1147,6,5-1/4,10 5 5 ,0:57.76,19,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
6,3,龍東傳承(E158),馬雅,丁冠豪,127,1192,2,6-1/4,1 1 6 ,0:57.94,25,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
7,13,無敵精英(G129),蔡明紹,蘇保羅,121,1089,7,7-3/4,11 13 7 ,0:58.15,166,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
8,4,幸運之神(G217),莫雷拉,方嘉柏,126,1195,5,7-3/4,14 6 8 ,0:58.15,2,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
9,14,運來孖寶(G177),巫顯東,容天鵬,117,1224,10,8-1/2,5 7 9 ,0:58.27,251,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
10,7,菲力大帝(E340),楊明綸,鄭俊偉,125,1160,13,8-1/2,8 12 10 ,0:58.29,136,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
11,11,創奇蹟(G083),巴度,文家良,125,1103,14,9-3/4,12 14 11 ,0:58.49,25,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
12,6,鑽飾翱翔(G201),周俊樂,苗禮德,122,1171,8,12-1/4,2 2 12 ,0:58.88,56,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
13,10,勁弗(G242),薛恩,大衛希斯,125,1197,11,12-1/2,4 8 13 ,0:58.91,12,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
14,5,八采(G280),何澤堯,徐雨石,125,1243,12,12-1/2,7 11 14 ,0:58.94,74,第四班,ST,1000米,好地,草地 - A 賽道,2022,3,20,511,2
1,7,玩具達人(D203),莫雷拉,姚本輝,122,1064,13,-,6 6 2 1 ,1:35.30,4.5,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
2,2,美麗精神(B409),巴度,告東尼,129,1296,9,3/4,7 7 7 2 ,1:35.42,6.3,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
3,11,蟲草老爺(E259),波健士,葉楚航,118,1011,10,1-1/4,5 5 6 3 ,1:35.49,18,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
4,10,日輝煌(E339),田泰安,沈集成,119,1088,14,1-1/4,13 13 10 4 ,1:35.51,12,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
5,12,佳運來(T380),巫顯東,徐雨石,116,1042,4,2-1/2,11 11 9 5 ,1:35.70,55,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
6,5,久久為攻(E472),薛恩,大衛希斯,124,1168,3,2-1/2,2 2 1 6 ,1:35.70,3.2,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
7,3,都市神話(A086),周俊樂,容天鵬,124,1058,6,2-1/2,9 8 8 7 ,1:35.71,23,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
8,9,翔龍再現(E452),潘明輝,賀賢,117,1200,12,3-1/4,12 12 13 8 ,1:35.82,34,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
9,1,華卓晴(E449),潘頓,蔡約翰,132,1083,7,3-1/4,4 4 4 9 ,1:35.82,14,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
10,14,新威煌(E095),蔡明紹,蘇保羅,118,1226,11,4-1/4,8 9 11 10 ,1:35.99,10,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
11,4,正本開心(C227),梁家俊,羅富全,127,1172,8,5-3/4,10 10 12 11 ,1:36.20,25,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
12,6,特醒(C060),黎海榮,蘇偉賢,123,1191,2,7-1/4,14 14 14 12 ,1:36.45,20,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
13,13,龍城愛將(E426),希威森,苗禮德,118,1226,5,8-1/4,3 3 5 13 ,1:36.64,37,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
14,8,安寶(E407),何澤堯,方嘉柏,120,1045,1,14-1/4,1 1 3 14 ,1:37.57,50,第四班,ST,1600米,好地,草地 - A 賽道,2022,3,20,512,3
1,4,有緣人(D348),潘頓,蔡約翰,131,1156,12,-,13 13 11 1 ,1:22.65,5.2,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
2,8,縱橫天下(G123),田泰安,何良,124,999,11,短馬頭位,1 2 2 2 ,1:22.66,30,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
3,6,志友盈(G021),莫雷拉,姚本輝,125,1240,10,1-1/4,11 10 10 3 ,1:22.83,5.4,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
4,13,紅磚勇士(C304),潘明輝,賀賢,113,1072,5,1-1/2,2 1 1 4 ,1:22.87,8.7,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
5,14,合夥贛勁(D051),波健士,蘇偉賢,114,1203,6,1-1/2,14 14 13 5 ,1:22.88,35,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
6,12,對衡之星(E082),巴度,韋達,119,1172,9,2,7 7 6 6 ,1:22.98,3.4,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
7,10,大紅心(D311),蔡明紹,葉楚航,120,1058,7,2-3/4,4 4 3 7 ,1:23.07,19,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
8,5,是必飛飛(D121),周俊樂,容天鵬,123,1343,4,2-3/4,3 3 4 8 ,1:23.09,7.6,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
9,1,健康第一(E318),何澤堯,大衛希斯,133,1100,3,3-3/4,6 8 8 9 ,1:23.25,10,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
10,3,天使獵人(G193),馬雅,蘇保羅,132,1088,1,4-1/4,5 6 7 10 ,1:23.33,96,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
11,11,綫路菁英(E487),巫顯東,告東尼,117,1161,8,5,12 12 14 11 ,1:23.46,71,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
12,9,好友利(C223),梁家俊,徐雨石,120,1016,13,5-1/4,8 5 5 12 ,1:23.47,58,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
13,7,行星夢(D100),賀銘年,鄭俊偉,125,1288,2,9,10 11 12 13 ,1:24.08,114,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
14,2,元朗之星(C303),薛恩,文家良,133,1141,14,10-3/4,9 9 9 14 ,1:24.37,25,第四班,ST,1400米,好地,草地 - A 賽道,2022,3,20,513,4
1,3,同舟共濟(G075),潘頓,沈集成,127,1091,1,-,9 8 8 8 1 ,2:02.79,3.5,第三班,ST,2000米,好地,草地 - A 賽道,2022,3,20,514,5
2,4,合夥精英(G132),何澤堯,沈集成,126,1043,7,短馬頭位,10 10 11 5 2 ,2:02.81,16,第三班,ST,2000米,好地,草地 - A 賽道,2022,3,20,514,5
3,2,西利哥(D128),薛恩,羅富全,128,1121,6,3/4,6 7 7 6 3 ,2:02.92,10,第三班,ST,2000米,好地,草地 - A 賽道,2022,3,20,514,5
4,8,順風寶(G190),希威森,韋達,122,1084,3,1,3 3 3 3 4 ,2:02.95,32,第三班,ST,2000米,好地,草地 - A 賽道,2022,3,20,514,5
5,9,安承(D059),潘明輝,文家良,119,1107,2,2,1 1 1 1 5 ,2:03.13,42,第三班,ST,2000米,好地,草地 - A 賽道,2022,3,20,514,5
6,12,水箭龜(C450),霍宏聲,苗禮德,119,1074,13,2-1/4,2 2 2 2 6 ,2:03.15,30,第三班,ST,2000米,好地,草地 - A 賽道,2022,3,20,514,5
